"","Accession","HCC1806_Rep1","HCC1806_Rep2","HCC1806_Rep3","HCC1806_Rep4","MCF10A_Rep1","MCF10A_Rep2","MCF10A_Rep3","MCF10A_Rep4","MCF7_Rep1","MCF7_Rep2","MCF7_Rep3","MCF7_Rep4","MDAMB231_Rep1","MDAMB231_Rep2","MDAMB231_Rep3","MDAMB231_Rep4","Description","hcc1806_mean","hcc1806_sd","mcf7_mean","mcf7_sd","mdam_mean","mdam_sd","mcf10a_mean","mcf10a_sd","mcf10_fc_mdamb231","mcf10_fc_mcf7","mcf10_fc_hcc","fc_mdamb_v_mcf7","fc_mdamb_v_hcc","fc_mdamb_v_mcf10","fc_mcf7_v_hcc","fc_mcf7_v_mcf10","fc_hcc_v_mcf10","MCF10A-HCC1806","MCF7-HCC1806","MDAMB231-HCC1806","MCF7-MCF10A","MDAMB231-MCF10A","MDAMB231-MCF7","p.t_mdam_mcf7","p.t_mdam_hcc","p.t_mdam_mcf10","p.t_mcf7_hcc","p.t_mcf7_mcf10","p.t_hcc_mcf10"
"1726","P08708",11211.5,5098.5,5968.2,8210.1,10142.1,10936.2,6842.7,15940.6,8990.4,7430.7,6607.4,7675.1,7827,5299,8194,5052.5,"40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2",7622.075,2728.4597930884,7675.9,988.21829234908,6593.125,1646.56543421957,10965.4,3760.67129911669,0.601266255676947,0.700010943513232,0.695102321848724,0.858938365533683,0.865003952335814,0.601266255676947,1.00706172531758,0.700010943513232,0.695102321848724,0.286015708248978,0.999989422177362,0.936532642499218,0.298352763764872,0.117954322952008,0.927206386810778,"ns","ns","ns","ns","ns","ns"
"1727","Q5UIP0",272.5,391.2,407.7,354.8,404.1,466.7,460.9,392.6,392.8,335.9,440.6,353,471.8,379.3,547,600.4,"Telomere-associated protein RIF1 OS=Homo sapiens OX=9606 GN=RIF1 PE=1 SV=2",356.55,60.2340158603647,380.575,46.5785626656727,499.625,96.0075127268694,431.075,38.151660077468,1.15902105202111,0.882851012004872,0.827118250884417,1.31281613348223,1.40127611835647,1.15902105202111,1.06738185387744,0.882851012004872,0.827118250884417,0.393154250245076,0.950238775726168,0.0363151576293658,0.688802585058937,0.461350912954103,0.0899696600701976,"ns","Up in MDAMB231","ns","ns","ns","ns"
"1728","Q9Y2X3",6118.1,4285.7,4824,8568.1,7811.8,9504.5,6068.7,8314.3,10925,8999,6444.3,7790.9,6551.6,4165.4,7003.2,5432.8,"Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1",5948.975,1907.91959190283,8539.8,1901.93017221979,5788.25,1267.38491259233,7924.825,1426.53876539219,0.730394677484992,1.07760108267375,0.750675882432735,0.677796903908757,0.972982740724242,0.730394677484992,1.43550779756176,1.07760108267375,0.750675882432735,0.368670831348345,0.173031878933564,0.99901373175072,0.950908371044664,0.30677235164416,0.139211182987856,"ns","ns","ns","ns","ns","ns"
"1729","P42766",12458.6,6594.8,8949.8,4283,10761.2,7899.8,16623.7,14645.5,8261,4877.9,8705,6076.9,7616.1,8081.7,5133.2,3564.6,"60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2",8071.55,3490.53159418447,6980.2,1812.08902099207,6098.9,2128.27353035271,12482.55,3906.92203701754,0.488594077331955,0.559196638507356,0.646626690860441,0.873742872697057,0.755604561701284,0.488594077331955,0.864790529699996,0.559196638507356,0.646626690860441,0.20753283578962,0.952697592821089,0.784678745082998,0.0904001121909402,0.0441632717462582,0.974012221890571,"ns","ns","Up in MCF10A","ns","ns","ns"
"1730","Q8IWZ3",428.3,362.3,340.5,201.3,651.4,298.4,600.2,638.8,366.1,269.9,776.8,416.4,257.2,402.8,295.9,578.6,"Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1",333.1,95.4667132215902,457.3,221.501888630022,383.625,143.830788892133,547.2,167.290804688522,0.701069078947368,0.835709064327485,0.608735380116959,0.838891318609228,1.15168117682378,0.701069078947368,1.37286100270189,0.835709064327485,0.608735380116959,0.297571957580999,0.710666803148368,0.970842181449574,0.862967542736519,0.513948914738004,0.917853798680334,"ns","ns","ns","ns","ns","ns"
"1731","O00443",1791.7,2417.5,2359.4,1164.5,1354.7,1069.6,1538.7,1317.7,1135,1028.5,1662.3,1402.2,1088,1833.2,962.1,858,"Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2",1933.275,585.125299259341,1307,284.281187090059,1185.325,442.035152259787,1320.175,192.993184249254,0.897854451114436,0.990020262465204,1.46440812771034,0.906905126243305,0.613117637170087,0.897854451114436,0.676054880966236,0.990020262465204,1.46440812771034,0.195235632436714,0.181929460498407,0.0917039216903824,0.999962906314848,0.964046495490099,0.973091143529157,"ns","ns","ns","ns","ns","ns"
"1732","Q00610",46499.9,53779.4,53518.6,46517.8,57441.1,57125.1,58224.2,54096.4,81265.5,81354.8,91304.1,86291.8,66633.4,89014.6,67531.1,60164.3,"Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5",50078.925,4123.74872122846,85054.05,4783.05034226765,70835.85,12555.6214439323,56721.7,1810.15416102239,1.24883157592244,1.49949754679426,0.882888294955899,0.832833357141723,1.41448423663248,1.24883157592244,1.69840007548085,1.49949754679426,0.882888294955899,0.56504772513627,7.54917544144584e-05,0.00644839222608773,0.000532695999446609,0.0648792986431636,0.0626180398499346,"ns","Up in MDAMB231","ns","Up in MCF7","Up in MCF7","ns"
"1733","Q96AG4",9040.2,6873.8,8247.8,9533.5,10677.5,16472.4,8265.2,12682.3,20045.9,16796,11879.2,15465,16287.2,7299.2,12167.6,9612,"Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1",8423.825,1161.15733178871,16046.525,3379.42214722675,11341.5,3850.27052036607,12024.35,3471.94761145192,0.943211067542112,1.33450248870001,0.70056385584252,0.706788541444331,1.34635987808389,0.943211067542112,1.90489771570516,1.33450248870001,0.70056385584252,0.405704296440135,0.0226128638152782,0.573894753277792,0.316917085583511,0.989472707132115,0.203669980078678,"ns","ns","ns","Up in MCF7","ns","ns"
"1734","P36639",447.4,363.3,354.4,625.6,303.2,363.3,249.9,202.2,594.9,418.9,492.7,556.3,318.2,249,379,95.4,"Oxidized purine nucleoside triphosphate hydrolase OS=Homo sapiens OX=9606 GN=NUDT1 PE=1 SV=4",447.675,125.799771462432,515.7,77.0719144695394,260.4,122.14985332233,279.65,69.3673554346712,0.93116395494368,1.84409082782049,1.60084033613445,0.504944735311228,0.581671971854582,0.93116395494368,1.15195175071201,1.84409082782049,1.60084033613445,0.144760125213753,0.782113319277625,0.0935688252227315,0.0292338416855265,0.9929617714653,0.0183020800954918,"Up in MCF7","ns","ns","ns","Up in MCF7","ns"
"1735","P15954",1091.1,1207.1,1265.7,1734,1462,1954.7,1539.9,1448.3,1967.7,2237.1,1857.2,2129.6,1344.9,1250.3,1549.8,1843.1,"Cytochrome c oxidase subunit 7C, mitochondrial OS=Homo sapiens OX=9606 GN=COX7C PE=1 SV=1",1324.475,282.492482200854,2047.9,168.592269494581,1497.025,262.40448897329,1601.225,239.078081736212,0.934924823182251,1.27895829755344,0.827163577885681,0.73100493188144,1.13027803469299,0.934924823182251,1.54619754997263,1.27895829755344,0.827163577885681,0.405702584592642,0.00557287591156364,0.747716046032686,0.0919951789915946,0.927276344924204,0.0323580180547404,"Up in MCF7","ns","ns","Up in MCF7","ns","ns"
"1736","Q96KP1",836.3,801.1,835.4,1092.6,687,716.5,877,607.7,1078.5,1324.1,1065.2,1258.5,1177,789.2,1293.9,1278.2,"Exocyst complex component 2 OS=Homo sapiens OX=9606 GN=EXOC2 PE=1 SV=1",891.35,135.163518253509,1181.575,129.61279193557,1134.575,236.005909177433,722.05,113.055635271607,1.57132470050551,1.63641714562703,1.23447129700159,0.960222584262531,1.27287260896393,1.57132470050551,1.32560161552701,1.63641714562703,1.23447129700159,0.473640784793395,0.101543627890473,0.196265761269584,0.00772002055950605,0.0158730754268156,0.975167985678081,"ns","ns","Up in MDAMB231","ns","Up in MCF7","ns"
"1737","A1L0T0",1747.3,1058,1319,1409,1531.1,1924,1366.7,1964.3,2037.6,1704.3,2017.2,1751,1717.3,1358.2,1919.3,1858.8,"2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2",1383.325,284.670023887307,1877.525,174.306805661741,1713.4,251.474465237858,1696.525,294.164516045019,1.00994680302383,1.10668867243336,0.81538733587775,0.912584386359702,1.2386098711438,1.00994680302383,1.35725516418774,1.10668867243336,0.81538733587775,0.349669632510932,0.0745987759243136,0.30836794964321,0.751378874819031,0.999690840899031,0.800863598373676,"ns","ns","ns","ns","ns","ns"
"1738","P04439",7132.8,7560.2,7840.6,3136,3375.4,3598.6,4045.2,4054.2,2803.2,2646.5,2961.1,2574,9784.9,21543.5,5318.2,7682.1,"HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2",6417.4,2206.87359553434,2746.2,172.263306210773,11082.175,7208.93336972722,3768.35,337.431923998506,2.94085607759364,0.728753963936471,1.7029734499184,4.03545808753915,1.72689484838096,2.94085607759364,0.427930314457568,0.728753963936471,1.7029734499184,0.756365786364487,0.536516356171268,0.343028173810502,0.979996011160012,0.0739241686757763,0.038248738557684,"Up in MDAMB231","ns","ns","ns","ns","ns"
"1739","P42285",5484,7346.9,7006.4,5024.3,4498.5,5074.8,6464.7,4822.7,4494.2,4777.7,5239.3,4816.8,4199.8,4674.4,4976.4,5351.8,"Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3",6215.4,1134.2601729762,4832,307.235881151057,4800.6,487.036672130549,5215.175,865.770860274242,0.920506023287809,0.926526914245447,1.19179126299693,0.993501655629139,0.772371850564726,0.920506023287809,0.777423818257876,0.926526914245447,1.19179126299693,0.303391575514199,0.102909954083874,0.0935076472881319,0.893438111966527,0.869829669892581,0.999926838142099,"ns","ns","ns","ns","ns","ns"
"1740","Q9Y6B6",2456.3,2615.4,2798.5,2600.1,2168.7,2166.1,2623.9,1992.3,2454.2,2202.9,3366,2605.4,2754.1,2337.8,2625.8,2088.1,"GTP-binding protein SAR1b OS=Homo sapiens OX=9606 GN=SAR1B PE=1 SV=1",2617.575,140.301565089869,2657.125,500.891920311491,2451.45,298.292077221862,2237.75,270.344933988661,1.0954977097531,1.18740922801922,1.16973522511451,0.922594909912029,0.93653476977737,1.0954977097531,1.0151094046971,1.18740922801922,1.16973522511451,0.397703111763906,0.998150567643978,0.889500854954655,0.318377874191008,0.795421726593644,0.812920008199072,"ns","ns","ns","ns","ns","ns"
"1741","Q9NVZ3",490.2,429.8,427.5,559.7,521.5,481.2,603.6,533.5,452.8,535.5,454.4,497.6,753.2,667.8,715.3,680.1,"Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens OX=9606 GN=NECAP2 PE=1 SV=1",476.8,62.4271842495986,485.075,39.5060649352307,704.1,38.4271605334907,534.95,50.9407826140641,1.31619777549304,0.906766987568932,0.8912982521731,1.45152811420914,1.47671979865772,1.31619777549304,1.0173552852349,0.906766987568932,0.8912982521731,0.372482784831657,0.994886471161455,0.000132030231949187,0.497328191457314,0.00178872913657635,0.00018711926802617,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","ns","ns","ns"
"1742","Q71UI9",2826.7,4413.7,3436,2492.7,4245.2,5318.1,5313.1,3569.1,6629.9,4705.6,5573.7,3677.5,2219.1,2465.8,2424.2,1136,"Histone H2A.V OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=3",3292.275,843.471233949327,5146.675,1256.36102660289,2061.275,626.204861979422,4611.375,858.739290568835,0.446997912770052,1.11608251335014,0.713946491014068,0.400506152030194,0.626094417993637,0.446997912770052,1.5632579295472,1.11608251335014,0.713946491014068,0.234988772333933,0.0627820466229182,0.285241353260003,0.844529132534971,0.00982219210584645,0.00241935050115893,"Up in MCF7","ns","Up in MCF10A","ns","ns","ns"
"1743","Q9UBQ0",4282.5,4936.3,4945.6,1636.1,1864.6,1342,3457.8,2325.5,1944.6,2220.3,3114.8,2684.1,1789.3,4152.3,1458.9,1613.2,"Vacuolar protein sorting-associated protein 29 OS=Homo sapiens OX=9606 GN=VPS29 PE=1 SV=1",3950.125,1573.60482624027,2490.95,515.831203011218,2253.425,1273.09286221914,2247.475,901.379081833313,1.00264741543287,1.108332684457,1.75758351038388,0.904644814227504,0.570469288946552,1.00264741543287,0.630600297458941,1.108332684457,1.75758351038388,0.202630226753991,0.31373157749989,0.204911224995279,0.989870514696277,0.999999845734742,0.990575924310601,"ns","ns","ns","ns","ns","ns"
"1744","P09493",827.2,517.8,514.6,1174.2,1370.8,1351.3,745.7,1296.7,2639.2,2683.4,2462.2,2748.3,1604.7,499.9,1782.5,1276.5,"Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2",758.45,313.554817110714,2633.275,122.535746485124,1290.9,567.459061665832,1191.125,298.601544704645,1.0837653478854,2.21074614335187,0.636750970720957,0.490226049311219,1.70202386446041,1.0837653478854,3.47191640846463,2.21074614335187,0.636750970720957,0.370116349417433,4.73278564544488e-05,0.21437873851595,0.000552063972262484,0.978981373145195,0.00102439651873454,"Up in MCF7","ns","ns","Up in MCF7","Up in MCF7","ns"
"1745","Q71RC2",1277,1505.3,1516,1132.4,1158.2,1031.8,1266.3,1089.8,1314.9,1197.3,1789.6,1447.4,1189.3,1518.5,1173.2,1461.4,"La-related protein 4 OS=Homo sapiens OX=9606 GN=LARP4 PE=1 SV=3",1357.675,186.294773141922,1437.3,256.124357816016,1335.6,179.86615394046,1136.525,100.766905116048,1.17516112711995,1.26464442049229,1.1945843690196,0.929242329367564,0.983740585928149,1.17516112711995,1.05864805641998,1.26464442049229,1.1945843690196,0.386865404343905,0.931362440743553,0.998303008653411,0.164740744717519,0.472610271293929,0.870204671066693,"ns","ns","ns","ns","ns","ns"
"1746","P52888",5193.6,5291.3,5102.8,5587.9,5660,5531.8,5787.6,5423.3,3945.8,4164.8,3869,3996.1,6866.4,6075.7,7131.7,6584.3,"Thimet oligopeptidase OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=2",5293.9,210.572283709577,3993.925,125.333245788977,6664.525,451.721495134631,5600.675,157.761494562731,1.1899503184884,0.713114937038839,0.945225352301285,1.66866553578247,1.25890647726629,1.1899503184884,0.754439071384046,0.713114937038839,0.945225352301285,0.40735342256733,9.19876353161486e-05,5.49805604884712e-05,1.10638616643843e-05,0.000583004715999924,4.27693006566088e-08,"Up in MDAMB231","Up in MDAMB231","ns","Up in HCC1806","Up in MCF10A","ns"
"1747","Q8N4H5",3148.9,4093.3,4446.7,1581,1406.9,1294.8,3271.2,2044.6,1547.7,1673.2,3420.4,1896.3,1732.7,3339.4,1681.4,1865,"Mitochondrial import receptor subunit TOM5 homolog OS=Homo sapiens OX=9606 GN=TOMM5 PE=1 SV=1",3317.475,1280.73110468201,2134.4,869.369491834935,2154.625,793.628176478129,2004.375,906.814330040426,1.07496102276271,1.06487059557219,1.65511693171188,1.00947573088456,0.649477388676629,1.07496102276271,0.643380884558286,1.06487059557219,1.65511693171188,0.281107645413413,0.362518751837505,0.376433960774857,0.997529866057625,0.996209454946003,0.999990553623665,"ns","ns","ns","ns","ns","ns"
"1748","Q04637",41251.2,42478.6,42268.1,32130,33523.4,30209.6,36726,35012.5,34634.2,31712,38690.4,34918.5,36705.1,42618.6,29098.6,33472.5,"Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4",39531.975,4963.66623265169,34988.775,2861.81434568469,35473.7,5692.46998001161,33867.875,2767.71168461722,1.04741440081493,1.03309626009899,1.16724108022721,1.01385944492198,0.897341961791689,1.04741440081493,0.88507530929077,1.03309626009899,1.16724108022721,0.287832060149759,0.46440643263776,0.554347343375489,0.981693391375793,0.949589099432532,0.998438927085683,"ns","ns","ns","ns","ns","ns"
"1749","P15104",5969.5,5361.9,5189,6172.6,4636.2,4835.4,4213.5,4502.5,2508.1,2641.4,2228.5,2569.4,2303.5,1928.2,2866.6,4113.8,"Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4",5673.25,472.07039376206,2486.85,180.643747008673,2803.025,955.164364127976,4546.9,260.981263695308,0.616469462710858,0.54693307528206,1.24771822560426,1.12713874982407,0.494077468822985,0.616469462710858,0.438346626713083,0.54693307528206,1.24771822560426,0.0597196658159052,1.70175414695439e-05,4.86007840921898e-05,0.00102676962128001,0.00389740011115125,0.851123896764459,"ns","Up in HCC1806","Up in MCF10A","Up in HCC1806","Up in MCF10A","ns"
"1750","P10412",18453.7,11172,12177.3,10766.7,21227.7,30244.9,17489.3,21091.5,93859,28662.8,17351.5,28533.4,35904.8,17484.3,29605.7,19291.1,"Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2",13142.425,3590.16027253659,42101.675,34909.8520068834,25571.475,8715.84928979959,22513.35,5437.29397004306,1.13583607059811,1.87007597714245,0.583761412672925,0.607374290927855,1.94571968263087,1.13583607059811,3.20349364748134,1.87007597714245,0.583761412672925,0.885308794772712,0.167642207619523,0.773168118934825,0.458986813957363,0.995085928545607,0.592482061431435,"ns","ns","ns","ns","ns","ns"
"1751","Q9GZR7",504.3,469.7,489.7,437.2,738.6,627.8,784.9,671.3,786.4,584.7,665.6,732.4,731.1,798.6,639,219.4,"ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1",475.225,29.0477050154856,692.275,87.0889727041642,597.025,260.109673983879,705.65,69.7777662774229,0.846063912704598,0.981045844257068,0.673457096294197,0.862410169369109,1.25629964753538,0.846063912704598,1.4567310221474,0.981045844257068,0.673457096294197,0.154819055080895,0.190417371905078,0.632038797011631,0.999111630559063,0.707741846840011,0.780862659548934,"ns","ns","ns","ns","ns","ns"
"1752","Q8IWS0",1633.1,1684.9,1518.6,1519.2,1587.4,1665.1,2266.6,1884,1254.7,1484.7,1555.4,1497.3,2206.4,1941.2,2290.3,2623.7,"PHD finger protein 6 OS=Homo sapiens OX=9606 GN=PHF6 PE=1 SV=1",1588.95,83.605841103757,1448.025,132.510411540628,2265.4,281.416381897003,1850.775,304.333111080605,1.2240277721495,0.782388458888844,0.858532236495522,1.56447575145457,1.42572138833821,1.2240277721495,0.911309355234589,0.782388458888844,0.858532236495522,0.379065619069125,0.80534435704523,0.00477563975164275,0.0982784375640513,0.086605273657994,0.00106719035173464,"Up in MDAMB231","Up in MDAMB231","ns","ns","ns","ns"
"1753","Q92665",1666.5,1999.8,1938.7,1451.9,2237,1847.8,2367.1,2001.6,1485.8,1677.9,1971.9,1910.5,1970.1,1775.6,1663.8,1268.8,"28S ribosomal protein S31, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS31 PE=1 SV=3",1764.225,253.662628636279,1761.525,223.210369756126,1669.575,295.640844888974,2113.375,232.868523348834,0.790004140296918,0.833512746199799,0.834790323534631,0.947800911142334,0.94635038047868,0.790004140296918,0.998469582961357,0.833512746199799,0.834790323534631,0.258332334063522,0.999998688217483,0.950281659772112,0.252762908713142,0.113778192615743,0.954094035704341,"ns","ns","ns","ns","ns","ns"
"1754","Q00535",1065.3,1005,959.7,1303.2,1150.7,1278.3,1190.8,1209.3,1494.6,1706.6,1845.7,1659.5,1854,1717.4,1860.8,1583.4,"Cyclin-dependent-like kinase 5 OS=Homo sapiens OX=9606 GN=CDK5 PE=1 SV=3",1083.3,152.848356222761,1676.6,144.811624763576,1753.9,131.466244083161,1207.275,53.2941757293109,1.45277587956348,1.38874738564122,0.897310057774741,1.04610521293093,1.61903443182867,1.45277587956348,1.54767839010431,1.38874738564122,0.897310057774741,0.533326634121597,0.000127563163848765,3.87670420802788e-05,0.00104774014151587,0.00027386503060256,0.824380745730347,"ns","Up in MDAMB231","Up in MDAMB231","Up in MCF7","Up in MCF7","ns"
"1755","Q96S52",684,598.8,502.1,428.9,740.7,648.6,588.9,699.3,650.4,489,774,719.8,636.3,608.6,493.9,569.6,"GPI transamidase component PIG-S OS=Homo sapiens OX=9606 GN=PIGS PE=1 SV=3",553.45,111.429275028304,658.3,123.684598879569,577.1,61.8476084150929,669.375,65.5504576643062,0.862147525676937,0.983454715219421,0.826816059757236,0.876651982378855,1.04273195410606,0.862147525676937,1.18944800795013,0.983454715219421,0.826816059757236,0.350270441781489,0.431750467338434,0.984131682846036,0.998295293373913,0.534735160331073,0.630627384013767,"ns","ns","ns","ns","ns","ns"
"1756","O00233",3182,4502.1,4005.1,1580.3,1697.7,1590.8,2934.9,2190.5,2075.9,2122.4,3404.5,2263.6,2071.3,3421.2,1737,2094.1,"26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3",3317.375,1279.62168204773,2466.6,630.339998202028,2330.9,744.969283483107,2103.475,612.734278324082,1.10811870832789,1.17263100345856,1.57709266808495,0.944984999594583,0.702633859602849,1.10811870832789,0.743539696296017,1.17263100345856,1.57709266808495,0.243311032413743,0.524079474853519,0.404194396244239,0.931208491224927,0.981377420865651,0.995876581987601,"ns","ns","ns","ns","ns","ns"
"1757","Q96AY3",585.1,555.8,607.6,237.2,699.5,422,876.2,886.5,197.9,186.1,155.2,198.1,204,191.5,162.2,298.3,"Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1",496.425,174.113112180942,184.325,20.2109500024121,214,58.8670252914708,721.05,217.056467307473,0.296789404340892,0.255634144650163,0.688475140420221,1.16099281160993,0.431082238001712,0.296789404340892,0.371304829531148,0.255634144650163,0.688475140420221,0.170762068032479,0.0401244719503439,0.0666338084843129,0.00089871657440499,0.00144742471297477,0.990663721929607,"ns","ns","Up in MCF10A","Up in HCC1806","Up in MCF10A","ns"
"1758","O75884",1105.7,1152.5,1020.3,1200.6,1347.1,1340.2,1127.3,1135.1,1396,1210.6,1145.9,1285.6,1368,1243.7,1276.8,1210.8,"Serine hydrolase RBBP9 OS=Homo sapiens OX=9606 GN=RBBP9 PE=1 SV=2",1119.775,76.8049206322962,1259.525,107.408298096562,1274.825,67.7088066650122,1237.425,122.731723011344,1.03022405398307,1.01785966826272,0.904923530719033,1.01214743653361,1.13846531669309,1.03022405398307,1.12480185751602,1.01785966826272,0.904923530719033,0.352132292337311,0.223140999632406,0.158099113886171,0.987588465740592,0.944960155809852,0.995775842545849,"ns","ns","ns","ns","ns","ns"
"1759","O75494",2465.5,2009.4,2216.7,3202.2,3813.4,3052.8,2191.5,3603.3,3887.9,3239.8,3412.6,3423.2,2601.2,1976.7,2674,1791.7,"Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1",2473.45,520.385347603101,3490.875,277.713513955179,2260.9,442.483137155154,3165.25,724.06728278524,0.714287970934365,1.10287497038149,0.781439064844799,0.647659970637734,0.914067395742788,0.714287970934365,1.41133841395622,1.10287497038149,0.781439064844799,0.281056232612521,0.0685823835087541,0.935686779419505,0.809526875998818,0.115044940070877,0.0250209473125418,"Up in MCF7","ns","ns","ns","ns","ns"
"1760","Q14807",568.9,639.4,569.8,297.6,311,240.9,463.2,370.7,534.9,392.9,510.2,527.1,383.6,461.4,338.8,176.4,"Kinesin-like protein KIF22 OS=Homo sapiens OX=9606 GN=KIF22 PE=1 SV=5",518.925,151.200471229424,491.275,66.3886724775645,340.05,120.284814780032,346.45,94.1915247425868,0.981526915860874,1.41802568913263,1.49783518545245,0.692178515088291,0.655297008238185,0.981526915860874,0.946716770246182,1.41802568913263,1.49783518545245,0.187287177173045,0.98486231785991,0.165312580387978,0.310873456389402,0.999802057458319,0.27793576992085,"ns","ns","ns","ns","ns","ns"
